term,definition
채용내정,채용내정이란 사용자가 근로자를 신규로 채용함에 있어 채용시험이나 추천 등을 통하여 근로자를 채용하기로 결정하였으나 아직 정식의 근로계약을 체결하지 아니한 경우를 말합니다
철야근무,철야근무철야란 잠을 자지 않고 밤새 일하는 것을 의미합니다
철야,철야근무철야란 잠을 자지 않고 밤새 일하는 것을 의미합니다
청약,청약이란 당사자 일방이 일정한 내용의 계약을 성립시킬 것을 목적으로 상대방에게 하는 의사표시를 의미합니다
체당금,체당금이란 회사의 도산으로 퇴직한 근로자가 임금이나 퇴직금 등을 지급받지 못할 경우 국가가 대신하여 지급해주는 돈을 말합니다
체불임금,체불임금이란 지급이 밀린 임금을 의미합니다
체재비,체재비란 원래 살던 곳이 아닌 다른 지역이나 외국에 가서 머물러 지내는 데 드는 비용을 말합니다
최우선변제권,최우선변제권이란 모든 다른 채권보다 우선하여 변제 받을 수 있는 권리를 말하며 현행법상 최우선변제권이 있는 채권으로는 소액임차보증금채권  최종 개월의 임금 채권 최종 년간의 퇴직급여 채권  재해보상금 채권 등이 있습니다
최저시급,최저시급이란 국가가 근로자들의 생활안정을 위해 임금의 최저수준을 정하고 사용자에게 그 수준 이상의 임금을 지급하도록 법으로 정한 제도를 말합니다
최저월급,최저월급이란 사업주가 근로자에게 의무적으로 지급해야 할 최소한의 월 단위 임금을 말합니다
최저임금액,최저임금액최저임금액이란 근로자의 인간다운 생활을 보장하기 위하여 국가가 임금의 최저기준을 정하여 사용자에게 그 지급을 강제하는 임금의 액수를 말합니다
최저임금,최저임금액최저임금액이란 근로자의 인간다운 생활을 보장하기 위하여 국가가 임금의 최저기준을 정하여 사용자에게 그 지급을 강제하는 임금의 액수를 말합니다
추가근무수당,일정하게 정해져 있는 노동 시간 이외의 근무에 대한 대가로 지급되는 수당을 의미합니다
출장,출장이란 용무를 위해 원래 근무지에서 임시로 다른 곳으로 나감을 말합니다
취직촉진수당,취직촉진수당이란 근로자의 재취직을 촉진하기 위하여 지급하는 수당으로 조기 재취직수당 직업능력개발수당 광역구직활동비 이주비가 해당됩니다
탄력적근로시간제,탄력적 근로시간제란 일정한 단위기간주 또는 개월 이내로 정한 기간 내에서 소정근로시간을 평균하여 법정근로시간주 시간 일 시간을 초과하지 않는 한 단위기간 내의 특정일이나 특정주의 근로시간이 법정근로시간을 초과하더라도 법정근로시간을 초과한 연장근로로 보지 않는 근로시간제도를 말합니다
태업,태업이란 겉으로는 일을 하지만 의도적으로 일을 게을리함으로써 사용자에게 손해를 주는 쟁의행위를 말합니다
통상근로자,통상근로자란 사용자와 직접고용관계에 있고 기간의 정함이 없으며 전일제근로를 수행하고 통상적인 근로조건을 향유하는 근로자를 말합니다
통상임금,통상임금이란 근로자에게  정기적일률적으로 지급하기로 정한 기준임금을 말합니다
퇴사,퇴사란 회사를 그만두고 떠남을 의미합니다
퇴직,퇴직이란 현재의 직업이나 맡은 일에서 물러남을 의미합니다
퇴직공제금,퇴직공제금이란 사업주가 건설근로자를 피공제자로 하여 건설근로자퇴직공제회에 공제부금을 납부하고 해당 피공제자가 건설업에서 퇴직하는 경우 건설근로자퇴직공제회가 지급하는 돈을 의미합니다
퇴직금중간정산,퇴직금 중간정산이란 근로자의 계속근로기간에 대한 퇴직금을 미리 정산하여 지급하는 것을 의미합니다
퇴직급여,퇴직금퇴직급여이란 직업이나 맡은 일에서 물러나는 사람에게 근무처에서 지급하는 돈을 말합니다
퇴직금,퇴직금퇴직급여이란 직업이나 맡은 일에서 물러나는 사람에게 근무처에서 지급하는 돈을 말합니다
퇴직급여제도,퇴직급여제도란 사용자가 퇴직급여보장법에 따라 의무적으로 설정해야 하는 퇴직금제도와 퇴직연금제도를 의미하며 현행 퇴직급여보장법상 퇴직급여제도에는 확정급여형퇴직연금제도 확정기여형퇴직연금제도 퇴직금제도 등이 있습니다
퇴직연금,퇴직연금이란 사용자가 근로자 재직 중 현금 또는 현물주식 등을 퇴직연금사업을 하는 금융기관에 적립하고 근로자는 퇴직 후 매월 또는 매년 계속적으로 받거나 일시금으로 받는 일정한 금품을 말합니다
투잡,투잡이란 생활의 어려움을 해결하거나 자아를 실현하기 위해서 두 가지 이상의 직업 활동을 동시에 하는 것을 말합니다
특근,특근이란 정해진 근무 시간 외에 특별히 더 근무하는 것을 말합니다
특근수당,특근수당이란 일정한 근무 시간 외에 특별히 더 근무한 것에 대하여 보수로 주는 수당을 말합니다
파견,파견이란 파견사업주가 근로자를 고용한 후 그 고용관계를 유지하면서 근로자파견계약의 내용에 따라 사용사업주의 지휘명령을 받아 사용사업주를 위한 근로에 종사하게 하는 것을 말한다
파산,파산이란 채무자가 경제적 파탄으로 그 채무를 완전히 갚을 수 없는 상태가 된 경우 채무자의 총재산을 나누어 모든 채권자에게 공평하게 갚도록 하는 것을 목적으로 하는 재판 절차를 의미합니다
파업,파업은 근로자들이 노무제공을 집단적으로 거부하는 것을 말하며 가장 대표적인 쟁의행위의 방법입니다
파트타임,파트타임이란 정규직보다 짧은 시간을 정하여 몇 시간 동안만 일하는 방식 또는 그런 일을 의미합니다
판공비,판공비란 공적인 일을 처리하는 데 드는 비용이나 그런 명목으로 주는 돈을 말합니다
판례,판례란 법원이 동일하거나 유사한 소송 사건에서 판단한 재판의 선례를 말합니다 특히 최종심인 대법원의 판결은 하급심에도 많은 영향을 미칩니다
폐업,폐업이란 직업이나 영업을 그만 두는 것을 말합니다
폐업해고,폐업해고란 사용자가 사업체의 전부를 폐업하고 그 소속 근로자 전원을 해고하는 것을 말합니다 이는 사업체의 일부만을 폐쇄하면서 근로자 일부를 정리 해고하는 것과는 구별됩니다
포괄임금계약,포괄임금계약이란 근로시간 및 근로형태와 업무성질 등에 비추어 근로시간의 산정이 어려운 경우 기본임금을 미리 산정하지 아니한 채 제 수당을 합한 금액을 월 급여액이나 일당임금으로 정하거나 매월 일정액을 제 수당으로 지급하기로 약정하는 계약을 말합니다
포괄임금제,포괄임금제란 시간외근무에 대하여 기본임금에 수당을 포함시켜 일괄로 지급하는 제도를 말합니다
폭행,폭행이란 사람의 신체에 대한 직접간접적인 유형력의 행사를 말합니다 예를 들어 단순히 다른 사람을 때린 경우 폭행이 될 수 있습니다
프리랜서,프리랜서란 일정한 소속이 없이 자유 계약으로 일하는 사람을 의미합니다
피케팅,피케팅은 파업을 효과적으로 수행하기 위하여 근로를 제공하고자 하는 근로자에게 파업에 동참할 것을 호소하거나 설득하는 쟁의행위를 말하며 파업이나 보이콧에 수반되는 보조적 쟁의행위에 해당합니다
하도급,하도급이란 어떤 사람이 청부 받은 일의 전부나 일부를 다시 다른 사람에게 맡기는 것을 의미합니다
해고서면통지,해고의 서면통지란 사용자가 근로자를 해고하려고 할 경우 해고사유와 해고시기를 서면으로 통지하여야 하는 것을 말합니다
해고예고제도,사용자가 근로자를 해고하려면 근로기준법에 따라 적어도 일 전에 해고예고를 하거나 또는 일분 이상의 통상임금을 지급해야 하는데 이와 같은 근로기준법상의 해고 제한제도를 해고예고제도라 합니다
해고통지서,해고통지서란 사용자가 근로자를 해고하기 위하여 해고사유와 해고시기를 기재하여 근로자에게 통지하는 문서를 말합니다
해약권,해약권이란 계약 당사자가 계약을 깨뜨려서 없었던 것으로 할 수 있는 권리를 말합니다
행정소송,행정소송이란 행정 관청의 위법 처분에 의해 권리를 침해 받은 사람이 법원에 그 처분의 취소 또는 변경을 요구하는 소송을 말합니다
형성권,형성권이란 권리자의 일방적인 의사표시에 의하여 법률관계의 변동을 일어나게 하는 권리를 말하며 취소권이나 해제권이 형성권의 대표적인 예입니다
호봉,호봉이란 급여 체계 안에서 급여의 등급을 나타내는 단위를 말합니다
확인의이익,확인의 이익이란 확인의 소에서 필요한 소송요건으로 당사자가 확인판결을 받을 현실적 필요성을 의미합니다
휴가비,휴가비란 휴가 기간 동안의 씀씀이를 돕기 위해 기업 따위에서 휴가를 얻은 사람에게 주는 돈을 말합니다
휴게시간,휴게시간이란 근로자가 근로시간 도중에 사용자의 지휘나 감독으로부터 벗어나 자유로이 이용할 수 있는 시간을 말합니다
